,Assembly,bipar,error,fn,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs_x,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+,Unnamed: 29,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs_y,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp
435,G900106765,10069,0,0.0,3092,2945,37,phylum,0.99,0.94,0.22,0.03,0.07,0.71,0.66,True,o__Clostridiales (UID1120),304,250,143,98.6,0.7,0.0,3002518,1886,38,43,187430,137046,79013,69782,479365,413592,33.26,3.05,88.1,11,3072,2,247,1,0,0,0,,38,38,31,27,19,16,3002518,3002518,2987960,2961348,2833630,2722757,38,479365,3002518,33.26,187430,123591,5,10,62.81
436,G000429865,10069,4,0.0004,3574,3559,22,kingdom,1.0,1.0,0.0,0.0,0.0,0.99,0.99,True,o__Rhizobiales (UID3447),356,408,244,100.0,0.2,0.0,3713661,1858,22,27,437622,282260,168802,137474,612378,612378,62.24,1.44,89.59,11,3573,0,407,1,0,0,0,,22,22,19,17,14,11,3713661,3713661,3704514,3691551,3645060,3535667,22,612378,3713661,62.24,437622,212273,4,7,50.03
437,G000691865,10069,0,0.0,2831,2732,292,kingdom,1.0,0.97,0.64,0.03,0.05,0.91,0.88,False,p__Euryarchaeota (UID54),90,234,153,98.47,2.88,88.89,2542436,0,306,306,27533,27533,8308,8308,135061,135061,61.44,8.44,85.19,11,2802,4,223,6,1,0,0,,306,203,105,71,31,9,2542436,2466926,2263843,2024742,1385504,633732,306,135061,2542436,61.44,27533,12061,27,61,0.47
438,G001486165,10069,5,0.0005,2647,2552,9,family,0.96,0.93,0.01,0.05,0.1,0.96,0.89,True,o__Clostridiales (UID1212),172,263,149,92.62,0.67,100.0,2806977,2764,9,17,741548,355688,311886,164953,1291299,680219,63.15,3.13,83.55,11,2601,13,249,1,0,0,0,,9,8,4,4,4,4,2806977,2806106,2797981,2797981,2797981,2797981,9,1291299,2806977,63.15,741548,680219,2,3,98.47
439,G001676225,10069,0,0.0,4135,3992,59,genus,0.91,0.88,0.24,0.08,0.17,0.92,0.81,True,c__Gammaproteobacteria (UID4442),899,312,185,99.82,0.54,0.0,4199506,0,61,61,243414,243414,68844,68844,503768,503768,48.06,3.79,86.52,11,4094,1,310,1,0,0,0,,61,51,34,28,24,19,4199506,4192486,4151513,4105960,4026272,3828686,61,503768,4199506,48.06,243414,121079,6,12,0.0
440,G000224765,10069,3,0.0003,4411,3539,546,order,0.6,0.48,0.3,0.47,2.02,0.57,0.27,True,k__Bacteria (UID3187),2258,190,119,70.44,0.16,33.33,4255983,0,646,646,30293,30293,6588,6588,113282,113282,43.32,4.68,83.69,11,4583,52,135,3,0,0,0,,646,444,154,87,41,20,4255983,4162427,3526259,3047296,2341013,1593135,646,113282,4255983,43.32,30293,8507,34,103,0.0
441,G001000025,10069,4,0.0004,643,611,55,phylum,0.82,0.78,0.18,0.06,0.14,0.95,0.74,True,k__Bacteria (UID1452),924,151,101,44.55,0.99,0.0,577627,660,55,64,12888,11775,10502,9015,33077,28092,42.5,1.9,89.37,11,643,67,83,1,0,0,0,,55,55,55,19,4,0,577627,577627,577627,325011,113440,0,55,33077,577627,42.5,12888,7553,16,32,114.26
442,G001779955,10069,1,0.0001,893,851,38,kingdom,1.0,0.95,0.0,0.0,0.0,0.95,0.9,True,k__Bacteria (UID1452),924,151,101,58.91,0.0,0.0,862074,2921,38,110,34736,14439,22686,7810,80117,40349,46.04,1.5,84.42,11,942,46,105,0,0,0,0,,38,38,38,25,14,4,862074,862074,862074,769856,585039,240206,38,80117,862074,46.04,34736,21713,9,17,338.83
443,G000738435,10069,0,0.0,3223,3129,1,kingdom,1.0,0.97,0.0,0.0,0.0,0.98,0.95,True,f__Rhodobacteraceae (UID3356),67,615,329,98.65,0.35,0.0,3288122,0,1,1,3288122,3288122,3288122,3288122,3288122,3288122,53.64,0.0,90.41,11,3205,7,604,4,0,0,0,,1,1,1,1,1,1,3288122,3288122,3288122,3288122,3288122,3288122,1,3288122,3288122,53.64,3288122,3288122,1,1,0.0
444,G000428865,10069,4,0.0004,1913,1837,48,genus,0.86,0.83,0.35,0.03,0.06,0.97,0.8,True,o__Lactobacillales (UID355),490,326,181,99.45,0.0,0.0,1869643,1650,48,52,69941,62842,38950,35922,157382,157382,38.81,3.45,86.56,11,1851,1,325,0,0,0,0,,48,48,40,35,26,13,1869643,1869643,1850622,1816292,1688318,1189580,48,157382,1869643,38.81,69941,40766,10,18,88.25
445,G001512375,10069,0,0.0,2289,2221,281,kingdom,1.0,0.97,0.0,0.0,0.0,0.97,0.94,True,p__Euryarchaeota (UID54),90,234,153,91.5,2.29,100.0,2153167,23576,287,503,17178,9548,7502,4233,94077,64010,59.45,2.59,79.44,11,2415,15,215,4,0,0,0,,287,216,116,70,17,4,2153167,2102659,1843472,1529267,690245,291458,287,94077,2153167,59.45,17178,8077,36,80,1094.95
446,G000993875,10069,1,0.0001,825,816,30,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True,k__Bacteria (UID203),5449,104,58,78.58,0.86,0.0,803977,163,30,35,39179,35814,26799,22966,123369,96233,40.36,2.94,90.26,11,856,15,88,1,0,0,0,,30,30,30,20,10,5,803977,803977,803977,737127,567892,401915,30,123369,803977,40.36,39179,21807,6,12,20.27
447,G001787615,10069,0,0.0,898,824,28,kingdom,1.0,0.92,0.0,0.0,0.0,0.96,0.88,True,k__Bacteria (UID1452),924,161,108,69.82,0.93,0.0,887802,188,28,33,41411,35584,31707,26897,91263,91263,54.48,1.35,92.82,11,915,35,125,1,0,0,0,,28,28,28,24,16,6,887802,887802,887802,857125,740784,393706,28,91263,887802,54.48,41411,30504,8,14,21.18
448,G000817295,10069,0,0.0,486,475,6,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True,k__Bacteria (UID2495),2993,136,80,91.46,0.0,0.0,581916,1582,6,40,303941,49335,96986,14508,303941,104169,31.93,8.86,76.23,11,514,9,127,0,0,0,0,,6,6,6,3,3,2,581916,581916,581916,566339,566339,537240,6,303941,581916,31.93,303941,233299,1,2,271.86
449,G001889965,10069,5,0.0005,971,936,35,kingdom,1.0,0.96,0.0,0.0,0.0,0.98,0.94,True,k__Bacteria (UID1452),924,151,101,72.11,0.99,0.0,1000920,614,35,59,49208,40665,28597,16954,109096,82418,45.86,2.34,90.61,11,983,32,118,1,0,0,0,,35,35,32,26,14,6,1000920,1000920,987872,944045,750456,469371,35,109096,1000920,45.86,49208,24713,7,15,61.34
450,G001042525,10069,1,0.0001,2174,2124,1,kingdom,1.0,0.98,0.0,0.0,0.0,0.91,0.89,True,o__Thiotrichales (UID4410),43,675,243,99.82,0.0,0.0,1862215,0,1,1,1862215,1862215,1862215,1862215,1862215,1862215,32.3,0.0,87.15,11,2182,3,672,0,0,0,0,,1,1,1,1,1,1,1862215,1862215,1862215,1862215,1862215,1862215,1,1862215,1862215,32.3,1862215,1862215,1,1,0.0
451,G001767605,10069,1,0.0001,2467,2391,63,phylum,0.96,0.93,0.3,0.02,0.04,0.97,0.89,True,k__Bacteria (UID1453),901,171,117,93.61,0.0,0.0,2554379,21541,63,456,62564,12989,40545,5554,194939,49680,54.56,1.56,87.4,11,2511,12,159,0,0,0,0,,63,63,63,51,33,16,2554379,2554379,2554379,2465827,2158836,1493889,63,194939,2554379,54.56,62564,36471,13,26,843.3
452,G000417585,10069,1,0.0001,1025,1010,7,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True,g__Chlamydophila (UID3014),29,613,47,97.89,0.12,0.0,1192107,1866,25,39,1172670,316506,47684,30519,1172670,473667,39.09,8.13,89.2,11,1019,6,606,1,0,0,0,,25,5,2,1,1,1,1192107,1185487,1180297,1172670,1172670,1172670,25,1172670,1192107,39.09,1172670,1172670,1,1,156.53
453,G000298475,10069,0,0.0,1011,1000,2,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True,k__Bacteria (UID2993),77,301,197,100.0,0.0,0.0,1148342,0,2,2,1140789,1140789,574171,574171,1140789,1140789,38.99,4.28,89.61,11,1011,0,301,0,0,0,0,,2,2,2,1,1,1,1148342,1148342,1148342,1140789,1140789,1140789,2,1140789,1148342,38.99,1140789,1140789,1,1,0.0
454,G001624625,10069,1,0.0001,1225,1191,11,kingdom,1.0,0.97,0.0,0.0,0.0,0.98,0.95,True,o__Rhizobiales (UID3451),237,510,243,97.09,0.21,0.0,1405613,1,11,11,306403,306403,127783,127782,473457,473457,38.19,2.46,81.78,11,1196,12,497,1,0,0,0,,11,11,10,9,7,7,1405613,1405613,1404419,1399351,1369424,1369424,11,473457,1405613,38.19,306403,116095,2,4,1.71
455,G000701305,10069,1,0.0001,3802,3708,14,kingdom,1.0,0.98,0.0,0.0,0.0,0.9,0.88,True,g__Bacillus (UID864),93,711,241,99.59,0.0,0.0,3718149,1729,15,16,1015297,949037,247876,232276,1205321,1015297,41.39,4.38,88.68,11,3791,1,710,0,0,0,0,,15,15,10,10,8,7,3718149,3718149,3709399,3709399,3672891,3627093,15,1205321,3718149,41.39,1015297,353939,2,4,46.5
456,G001629235,10069,1,0.0001,1145,1108,105,kingdom,1.0,0.97,0.26,0.02,0.04,0.91,0.88,True,p__Euryarchaeota (UID3),148,188,125,72.13,0.0,0.0,1101674,1827,105,144,13617,10489,10492,7637,59460,31416,50.28,3.1,92.88,11,1164,54,134,0,0,0,0,,105,105,73,41,7,1,1101674,1101674,982082,748377,280395,59460,105,59460,1101674,50.28,13617,8031,24,50,165.84
457,G000695975,10069,2,0.0002,2233,2123,1,kingdom,1.0,0.95,0.0,0.0,0.0,0.94,0.89,True,k__Bacteria (UID3187),2258,181,110,93.23,1.82,0.0,2330585,0,1,1,2330585,2330585,2330585,2330585,2330585,2330585,54.45,0.0,90.07,11,2236,18,161,2,0,0,0,,1,1,1,1,1,1,2330585,2330585,2330585,2330585,2330585,2330585,1,2330585,2330585,54.45,2330585,2330585,1,1,0.0
458,G000008665,10069,1,0.0001,2513,2482,1,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True,p__Euryarchaeota (UID49),95,228,153,100.0,0.0,0.0,2178400,0,1,1,2178400,2178400,2178400,2178400,2178400,2178400,48.58,0.0,92.58,11,2518,0,228,0,0,0,0,,1,1,1,1,1,1,2178400,2178400,2178400,2178400,2178400,2178400,1,2178400,2178400,48.58,2178400,2178400,1,1,0.0
459,G000312365,10069,0,0.0,2101,2091,8,kingdom,1.0,1.0,0.0,0.0,0.0,0.99,0.98,True,o__Clostridiales (UID1125),128,313,164,98.17,1.83,0.0,2265938,13034,8,26,485127,131821,283242,86650,995956,365166,33.66,1.91,89.35,11,2108,3,308,1,1,0,0,,8,8,8,8,8,6,2265938,2265938,2265938,2265938,2265938,2207807,8,995956,2265938,33.66,485127,284922,2,3,575.21
460,G000286115,10069,3,0.0003,1870,1824,26,genus,0.96,0.94,0.09,0.07,0.14,0.96,0.9,True,o__Lactobacillales (UID374),471,341,187,98.66,0.0,0.0,1808452,0,26,26,241841,241841,69555,69555,393048,393048,37.95,5.01,88.58,11,1881,4,337,0,0,0,0,,26,23,17,14,13,11,1808452,1805995,1793031,1773266,1755071,1691531,26,393048,1808452,37.95,241841,102983,3,7,1.27
461,G001820475,10069,0,0.0,832,809,57,kingdom,1.0,0.97,0.0,0.0,0.0,0.97,0.94,True,k__Bacteria (UID1452),924,151,101,57.23,0.0,0.0,760823,4404,57,143,14730,9085,13347,5289,38400,21412,37.13,1.49,86.85,11,841,55,96,0,0,0,0,,57,57,56,35,6,0,760823,760823,755853,606286,197396,0,57,38400,760823,37.13,14730,10588,17,32,578.85
462,G001780635,10069,2,0.0002,723,710,34,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.96,True,k__Bacteria (UID203),5449,104,58,68.97,0.0,0.0,655062,156,34,37,30034,30034,19266,17700,48305,48305,43.27,1.19,93.61,11,744,21,83,0,0,0,0,,34,34,34,23,11,0,655062,655062,655062,587019,406953,0,34,48305,655062,43.27,30034,14985,9,16,23.81
463,G001820095,10069,0,0.0,746,734,12,kingdom,1.0,0.98,0.0,0.0,0.0,0.99,0.97,True,k__Bacteria (UID1452),924,151,101,64.16,0.99,0.0,743289,65,12,15,110704,101667,61940,49548,271920,169774,39.31,1.05,87.96,11,786,41,109,1,0,0,0,,12,12,12,11,8,4,743289,743289,743289,737512,693629,560886,12,271920,743289,39.31,110704,82630,2,4,8.74
464,G001795015,10069,2,0.0002,1786,1586,159,family,0.73,0.65,0.2,0.34,1.01,0.68,0.44,True,k__Bacteria (UID1452),924,151,101,45.94,9.9,0.0,1736388,61876,159,791,11817,5359,10920,2116,82944,26982,49.99,0.72,77.93,11,1819,73,66,12,0,0,0,,159,159,152,49,15,2,1736388,1736388,1703342,1029999,552665,135617,159,82944,1736388,49.99,11817,6752,35,84,3563.49
465,G900116265,10069,0,0.0,3619,3529,104,kingdom,1.0,0.98,0.0,0.0,0.0,0.92,0.9,True,f__Moraxellaceae (UID4680),86,689,365,99.73,1.1,75.0,3728357,91,104,105,85922,85922,35849,35507,301207,301207,39.24,3.93,84.87,11,3561,1,684,4,0,0,0,,104,104,71,55,39,23,3728357,3728357,3652788,3544152,3281150,2683822,104,301207,3728357,39.24,85922,46265,12,26,2.44
466,G001818855,10069,3,0.0003,898,846,54,phylum,0.9,0.85,0.21,0.04,0.07,0.96,0.81,True,k__Bacteria (UID1452),924,151,101,71.78,0.0,0.0,915654,7715,54,181,21525,8029,16956,5016,60280,35287,45.19,1.93,83.46,11,883,33,118,0,0,0,0,,54,54,54,36,10,1,915654,915654,915654,777846,373045,60280,54,60280,915654,45.19,21525,13095,14,28,842.57
467,G900097105,10069,0,0.0,2527,2506,1,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,k__Bacteria (UID2982),88,229,147,94.56,0.68,0.0,3074078,0,1,1,3074078,3074078,3074078,3074078,3074078,3074078,57.65,0.0,90.51,11,2532,8,220,1,0,0,0,,1,1,1,1,1,1,3074078,3074078,3074078,3074078,3074078,3074078,1,3074078,3074078,57.65,3074078,3074078,1,1,0.0
468,G000414465,10069,0,0.0,1316,1214,141,order,0.93,0.86,0.3,0.02,0.05,0.77,0.67,True,f__Bifidobacteriaceae (UID1458),77,460,219,98.06,0.61,0.0,1572875,5500,149,204,20849,18015,10556,7683,91325,70736,42.91,3.78,84.12,11,1263,9,449,2,0,0,0,,149,132,75,46,13,6,1572875,1560472,1400586,1189152,641332,403898,149,91325,1572875,42.91,20849,10033,20,46,349.68
469,G000336915,10069,0,0.0,3602,3500,36,kingdom,1.0,0.97,0.0,0.0,0.0,0.98,0.95,True,f__Halobacteriaceae (UID84),60,359,235,98.65,1.42,0.0,3449700,55,36,36,202192,202191,95825,95823,411109,411104,64.03,2.54,87.35,11,3582,4,350,5,0,0,0,,36,33,30,28,23,21,3449700,3448122,3443115,3430121,3350376,3276213,36,411109,3449700,64.03,202192,103297,6,12,1.59
470,G000450985,10069,2,0.0002,4294,4079,81,family,0.93,0.88,0.34,0.04,0.08,0.96,0.85,True,k__Bacteria (UID2372),131,177,106,100.0,0.0,0.0,4323423,0,81,81,92019,92019,53375,53375,302572,302572,44.12,3.31,85.0,11,4222,0,177,0,0,0,0,,81,80,77,66,47,31,4323423,4322843,4313093,4229342,3911361,3348295,81,302572,4323423,44.12,92019,59335,15,30,0.0
471,G001774495,10069,6,0.0006,808,780,15,kingdom,1.0,0.97,0.0,0.0,0.0,0.98,0.94,True,k__Bacteria (UID203),5449,104,58,85.63,0.0,0.0,782376,190,15,19,101777,101777,52158,41167,139732,139732,34.94,1.4,81.71,11,790,10,94,0,0,0,0,,15,15,15,14,10,5,782376,782376,782376,775507,712907,538542,15,139732,782376,34.94,101777,38935,4,7,24.28
472,G000768695,10069,0,0.0,3966,3901,222,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.96,True,o__Actinomycetales (UID1663),488,309,185,100.0,0.27,0.0,4087970,0,230,230,56931,56931,17773,17773,238617,238617,71.29,2.43,91.42,11,3933,0,308,1,0,0,0,,230,149,109,89,53,24,4087970,4052378,3958490,3825645,3243488,2210704,230,238617,4087970,71.29,56931,28913,21,47,0.0
473,G000163775,10069,3,0.0003,2328,2265,29,kingdom,1.0,0.97,0.0,0.0,0.0,0.98,0.96,True,f__Neisseriaceae (UID3890),69,657,443,97.46,0.53,0.0,2372614,29073,29,82,219247,59598,81814,28579,413297,158375,41.49,2.36,84.43,11,2253,12,642,3,0,0,0,,29,29,21,19,14,11,2372614,2372614,2352966,2340121,2260942,2158341,29,413297,2372614,41.49,219247,180718,4,7,1225.36
474,G001469895,10069,1,0.0001,4102,3976,49,kingdom,1.0,0.97,0.0,0.0,0.0,0.91,0.89,True,c__Gammaproteobacteria (UID4787),26,752,296,100.0,0.59,0.0,4535949,0,64,64,229111,229111,70874,70874,438573,438573,41.24,3.35,89.73,11,4091,0,748,4,0,0,0,,64,40,33,31,29,22,4535949,4528468,4513278,4500729,4463478,4222014,64,438573,4535949,41.24,229111,163279,8,14,0.0
475,G000382085,10069,0,0.0,2384,2255,33,kingdom,1.0,0.95,0.0,0.0,0.0,0.92,0.87,True,o__Clostridiales (UID1212),172,263,149,97.2,0.67,100.0,2664035,8318,34,51,139720,103320,78353,52072,365367,272735,44.97,2.21,86.27,11,2342,7,255,1,0,0,0,,34,34,30,27,21,18,2664035,2664035,2655671,2636630,2525726,2410404,34,365367,2664035,44.97,139720,100048,6,12,312.23
476,G000711975,10069,6,0.0006,2698,2683,65,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,p__Firmicutes (UID1022),100,295,158,98.64,1.27,0.0,2622239,1640,65,67,132400,98667,40342,39113,349937,349937,44.22,6.63,88.79,11,2711,3,290,2,0,0,0,,65,65,46,33,22,15,2622239,2622239,2574847,2482994,2271983,2027054,65,349937,2622239,44.22,132400,76282,7,14,62.54
477,G000487995,10069,1,0.0001,2183,2138,19,kingdom,1.0,0.98,0.0,0.0,0.0,0.99,0.97,True,k__Bacteria (UID3187),2258,186,116,98.28,2.59,0.0,2332248,13068,22,39,530101,150631,106011,59466,918717,425204,31.15,4.43,87.35,11,2138,2,181,3,0,0,0,,22,22,8,7,6,6,2332248,2332248,2299017,2292333,2271229,2271229,22,918717,2332248,31.15,530101,438737,2,3,560.32
478,G000506865,10069,4,0.0004,2753,2598,146,genus,0.93,0.88,0.35,0.02,0.04,0.98,0.86,True,c__Betaproteobacteria (UID3959),235,408,203,99.84,1.48,25.0,2504912,0,147,147,32277,32277,17040,17040,89321,89321,38.92,2.9,87.89,11,2726,1,403,4,0,0,0,,147,140,105,78,34,11,2504912,2499672,2400390,2209018,1496370,681843,147,89321,2504912,38.92,32277,16548,26,53,4.71
479,G001649505,10069,1,0.0001,6114,5827,62,genus,0.98,0.94,0.09,0.06,0.13,0.95,0.89,True,f__Paenibacillaceae (UID971),46,481,186,99.73,0.27,0.0,6434665,1468,64,125,222389,130628,100541,51465,1171513,584583,46.82,2.7,88.41,11,6120,1,479,1,0,0,0,,64,57,50,45,41,31,6434665,6429304,6414082,6382917,6312818,5957273,64,1171513,6434665,46.82,222389,118173,8,18,22.81
480,G001424585,10069,1,0.0001,3154,3062,15,kingdom,1.0,0.97,0.0,0.0,0.0,0.99,0.96,True,o__Flavobacteriales (UID2815),123,324,204,100.0,0.0,0.0,3353784,22,15,15,436909,436900,223585,223584,1537922,1537918,38.33,3.01,89.63,11,3123,0,324,0,0,0,0,,15,15,14,12,11,8,3353784,3353784,3349681,3334609,3324480,3229553,15,1537922,3353784,38.33,436909,285912,2,4,2.03
481,G000228205,10069,0,0.0,2220,2155,493,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True,o__Lactobacillales (UID544),293,474,267,99.0,2.82,15.38,2073661,2,511,511,6912,6912,4058,4058,25954,25954,43.67,2.9,84.4,11,2215,4,457,13,0,0,0,,511,398,153,36,2,0,2073661,2010561,1374401,543880,51482,0,511,25954,2073661,43.67,6912,3845,96,195,0.1
482,G000184685,10069,1,0.0001,3640,3620,1,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.98,True,o__Actinomycetales (UID1663),488,308,184,100.0,0.54,0.0,4024382,0,1,1,4024382,4024382,4024382,4024382,4024382,4024382,70.7,0.0,90.48,11,3655,0,307,1,0,0,0,,1,1,1,1,1,1,4024382,4024382,4024382,4024382,4024382,4024382,1,4024382,4024382,70.7,4024382,4024382,1,1,0.0
483,G001717035,10069,0,0.0,1733,1721,11,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,k__Archaea (UID2),207,149,107,99.07,0.93,0.0,1637224,55,11,13,256139,218786,148838,125936,429758,267598,57.63,2.15,89.35,11,1757,1,147,1,0,0,0,,11,11,10,8,7,6,1637224,1637224,1633221,1618364,1595639,1570448,11,429758,1637224,57.63,256139,218786,3,4,3.36
484,G001012675,10069,1,0.0001,1614,1532,62,kingdom,1.0,0.95,0.0,0.0,0.0,0.88,0.83,True,g__Lactobacillus (UID380),58,449,129,98.83,0.0,0.0,1667743,14,65,65,53544,53544,25657,25657,188746,188746,34.18,3.8,90.22,11,1604,4,445,0,0,0,0,,65,50,38,31,24,10,1667743,1660662,1630669,1581782,1458786,939829,65,188746,1667743,34.18,53544,36175,8,18,0.84
485,G001773735,10069,2,0.0002,1121,1001,57,phylum,0.92,0.82,0.31,0.03,0.07,0.91,0.75,True,k__Bacteria (UID1452),924,151,101,56.93,0.11,0.0,952320,4817,57,161,23032,9932,16707,5885,60674,29359,47.69,2.05,91.01,11,1123,48,102,1,0,0,0,,57,57,57,34,12,3,952320,952320,952320,782423,439738,178442,57,60674,952320,47.69,23032,12328,14,28,505.82
486,G000186205,10069,6,0.0006,2455,2365,51,kingdom,1.0,0.96,0.0,0.0,0.0,0.94,0.9,True,g__Staphylococcus (UID294),60,773,178,99.67,0.28,0.0,2541845,4,56,56,129563,129563,45390,45390,453809,453809,31.83,3.06,83.51,11,2404,2,770,1,0,0,0,,56,37,29,24,20,17,2541845,2532531,2519568,2482084,2400684,2277171,56,453809,2541845,31.83,129563,79970,5,12,0.16
487,G000492175,10069,4,0.0004,3640,3588,22,class,1.0,0.98,0.03,0.02,0.05,0.99,0.97,True,o__Clostridiales (UID1212),172,257,149,99.33,0.34,0.0,3704572,45850,22,42,772947,300319,168389,87112,1169944,772947,58.77,6.16,85.58,11,3553,1,255,1,0,0,0,,22,22,16,14,10,10,3704572,3704572,3690052,3675826,3620002,3620002,22,1169944,3704572,58.77,772947,425964,2,4,1237.66
488,G001784285,10069,1,0.0001,1022,983,12,kingdom,1.0,0.96,0.0,0.0,0.0,0.98,0.94,True,k__Bacteria (UID2495),2993,143,89,79.71,1.12,0.0,1100898,483,12,23,148014,129740,91741,47844,289916,289916,46.86,0.88,91.78,11,1018,20,122,1,0,0,0,,12,12,12,10,9,6,1100898,1100898,1100898,1085069,1071302,945589,12,289916,1100898,46.86,148014,83849,3,5,43.87
489,G001187595,10069,1,0.0001,2926,2890,1,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.97,True,f__Bacillaceae (UID830),27,604,178,99.44,0.56,0.0,2803668,0,1,1,2803668,2803668,2803668,2803668,2803668,2803668,41.67,0.0,89.69,11,2896,1,602,1,0,0,0,,1,1,1,1,1,1,2803668,2803668,2803668,2803668,2803668,2803668,1,2803668,2803668,41.67,2803668,2803668,1,1,0.0
490,G000993365,10069,0,0.0,1430,1411,41,kingdom,1.0,0.98,0.0,0.0,0.0,0.93,0.92,True,k__Bacteria (UID1452),924,151,101,54.42,7.54,0.0,1358087,13,41,42,77760,77760,33124,32335,144826,144105,38.67,1.87,92.56,11,1489,52,88,11,0,0,0,,41,41,41,25,15,9,1358087,1358087,1358087,1247577,1082015,847449,41,144826,1358087,38.67,77760,38124,7,13,0.96
491,G000382125,10069,2,0.0002,3453,3434,19,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.99,True,s__algicola (UID2846),47,571,303,99.28,1.11,0.0,3906474,3733,19,22,562897,562897,205603,177397,750395,750395,38.25,5.08,90.31,11,3500,3,558,10,0,0,0,,19,19,14,13,11,11,3906474,3906474,3896251,3888925,3862464,3862464,19,750395,3906474,38.25,562897,277485,3,6,95.56
492,G000998865,10069,0,0.0,1126,1114,65,phylum,0.97,0.96,0.06,0.04,0.07,0.98,0.94,True,k__Bacteria (UID1452),924,151,101,50.06,0.0,0.0,1076430,219,65,71,20480,20480,16560,15157,108597,108597,42.72,2.09,89.26,11,1142,65,86,0,0,0,0,,65,65,65,41,10,2,1076430,1076430,1076430,897533,421289,160467,65,108597,1076430,42.72,20480,11737,16,33,20.35
493,G001074355,10069,0,0.0,2421,2363,65,kingdom,1.0,0.98,0.0,0.0,0.0,0.79,0.77,True,c__Bacilli (UID285),586,325,181,99.45,1.66,33.33,2419582,0,76,76,256792,256792,31836,31836,419517,419517,33.12,3.55,86.45,11,2394,1,321,3,0,0,0,,76,48,37,25,18,12,2419582,2406469,2380170,2288241,2163193,1949670,76,419517,2419582,33.12,256792,63716,4,10,0.0
494,G000405945,10069,0,0.0,1707,1665,149,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.96,True,k__Bacteria (UID2565),2921,152,93,66.01,1.08,0.0,2037078,21,150,150,20345,20345,13580,13580,75002,75000,49.56,2.49,93.57,11,1743,46,105,0,1,0,0,,150,150,117,74,21,2,2037078,2037078,1927694,1615372,735929,129025,150,75002,2037078,49.56,20345,11379,34,66,1.03
495,G001898495,10069,0,0.0,4166,4056,28,genus,0.91,0.89,0.65,0.03,0.05,0.97,0.86,False,p__Bacteroidetes (UID2591),364,301,202,99.5,0.0,0.0,4839047,689,28,32,294003,239828,172823,151198,721048,706406,47.78,2.19,90.6,11,4173,1,300,0,0,0,0,,28,28,28,27,22,19,4839047,4839047,4839047,4829324,4747538,4625652,28,721048,4839047,47.78,294003,164254,5,10,14.24
496,G000744875,10069,0,0.0,2216,2209,1,kingdom,1.0,1.0,0.0,0.0,0.0,0.99,0.99,True,p__Proteobacteria (UID3880),1495,260,164,99.39,0.0,0.0,2344434,0,1,1,2344434,2344434,2344434,2344434,2344434,2344434,43.95,0.0,89.36,11,2232,1,259,0,0,0,0,,1,1,1,1,1,1,2344434,2344434,2344434,2344434,2344434,2344434,1,2344434,2344434,43.95,2344434,2344434,1,1,0.0
497,G001894865,10069,6,0.0006,5195,5104,96,genus,0.95,0.93,0.11,0.03,0.06,0.89,0.83,True,o__Actinomycetales (UID1815),120,574,266,99.69,0.42,0.0,5673710,0,97,97,112309,112309,58491,58491,302472,302472,69.17,2.48,91.19,11,5195,3,569,2,0,0,0,,97,90,74,71,58,47,5673710,5669556,5637876,5617982,5390974,4971583,97,302472,5673710,69.17,112309,63599,18,35,0.0
